color,sentence
brown,255. She stripped the floorboards in the living room and stained them dark brown.
brown,256. Her eyes were large and brown and fringed with incredibly long lashes.
brown,257. A small scar marked her forehead and icicles hung from her brown fur cap.
brown,"258. Andrea has medium brown hair, grey eyes and very pale skin."
brown,"259. Towards the end of the cooking, turn up the heat to brown the outside."
brown,260. His black hat was the brown color of the earth and his clothes were dusty and torn.
brown,261. Her hair tumbled in a dark brown cascade down her back.
brown,262. Newcastle Brown Ale is an outstanding performer in the British beer market.
brown,263. Put it under a hot grill to brown for two minutes.
brown,264. Have you heard the news? Brown has peached against us.
white,1. Two blacks do not make a white. 
white,2. Two blacks don't make a white. 
white,"3. Life is a leaf of paper white, thereon each of us may write his word or two. "
white,4. Thereis no wool so white but a dyer can make it black. 
white,5. He that hath a white horse and a fair wife never wants trouble. 
white,6. Her skin was as white as snow.
white,7. Gray is intermediate between black and white.
white,8. She bought a new white mop.
white,9. He served a light white wine with the lunch.
white,10. Our first speaker tonight is Mr. White.
white,11. The dome was supported by white marble columns.
white,12. A white car rocketed out of the school gate.
white,13. The pictures were in black and white.
white,14. The White House was swift to deny the rumours.
white,"15. Her smile revealed a row of white[sentencedict.com], even teeth."
white,16. The plant produced a single white bloom.
white,17. Do you want red or white?
white,18. Angels are usually shown in pictures dressed in white.
white,19. The red horse walks away from the white one.
white,20. My shirt is more ivory colour than white.
white,21. The horse was almost pure white in colour.
white,22. On high the great white clouds slid swiftly.
white,23. Call back white and white back.
white,24. The meeting was chaired by schoolmaster Mr White.
white,"25. The room was painted white,with green shutters."
white,"26. Dr White will see you now, Miss Carter."
white,27. I wore a white dress and was barefoot.
white,28. It can white out the black letter on paper.
white,29. His hair was as white as snow.
white,30. Save something for the man that rides on the white horse. 
white,31. Cookies are spread with white sugar pebbling the surface.
white,32. The room was painted pure white.
white,"33. It can be black, white or grey."
white,34. There's some white stuff on this plate.
white,35. Mr. White made a bold speech in public.
white,36. He's a shoo-in for the White House.
white,37. She looked radiant in a white silk dress.
white,38. He dipped the brush into the thick white paint.
white,39. Show off your tan in this little white top.
white,40. Try not to dirty your new white shirt.
white,41. The ground was hidden by a white fume.
white,42. Snow White and the Seven Dwarfs.
white,43. He drove to the White House.
white,44. Wholemeal bread is more nutritious than white bread.
white,45. Then he came to a white abbey.
white,46. A white fence picketed the yard on three sides.
white,47. A white cloud passed over the sky.
white,"48. White candles, the only illumination[Sentencedict.com ], burned on the table."
white,49. Those black shoes clash with that white skirt.
white,50. Mr White likes chatting up the girls.
white,51. Are you OK? You're white as a sheet .
white,52. A peaceable crowd gathered outside the White House.
white,53. Poach the salmon in white wine and water.
white,"54. Traditionally, white flannels are worn when playing cricket."
white,55. I swigged down two white wines.
white,56. He handed me a little rectangle of white paper.
white,57. Parking spaces are demarcated by white lines.
white,58. She was wearing a black skirt with white spots.
white,59. White clouds reflected in the lake.
white,60. The cat's tail finished in white.
white,61. Mr White countercharged Mr Smith with slander.
white,62. This is a black cat with white paws.
white,63. The outside of the house is painted white.
white,"64. Two brown loaves and one large white one, please."
white,65. He had a white carnation in his buttonhole.
white,66. The horse's bit was covered with white froth.
white,67. The white belt signifies that he's an absolute beginner.
white,68. She has weekly consultations with Doctor White.
white,69. Her shoes are still white and unmarked.
white,70. I'm going to paint the door frame white.
white,71. His fists clenched slowly until his knuckles were white.
white,72. A white bird fluttered its wings on the grass.
white,73. They marked out the tennis court with white paint.
white,74. Thick white smoke blotted out the sun.
white,75. Black and white show a clear.
white,76. His face was white and colorless.
white,77. Detach the white part of the application form and keep it.
white,78. She was wearing dark blue pants and a white sweater.
white,79. The settlement of Africa by white people started 500 years ago.
white,"80. Let black and white as brothers,[www.Sentencedict.com] South Africa to the prosperity and development."
white,81. The sunken sailing-boat was a glimmer of white on the bottom.
white,"82. Although there is no overt hostility, black and white students do not mix much."
white,83. The boy's white shirt was marked up with spots of ink.
white,84. I like the contrast of the white trousers with the black jacket.
white,85. We may not be white is not pro but can be very character.
white,86. I spotted a well-endowed girl in the audience wearing a tight white T-shirt.
white,87. She was designated by President as the chief of the White House Office.
white,"88. These shirts come in three different colours: white, pale blue and khaki."
white,"89. Cheney is everyone's image of a typical cop: a big white guy, six foot, 220 pounds."
white,90. She tried to create the impression of strong sunlight by stippling the canvas in yellow and white.
white,"91. White cap set her up long hair and half of his face is obscured, but felt she must be very beautiful, breathtaking beauty!"
white,92. In some countries it is traditional for a bride to wear white.
white,"93. Marchers jeered at white passers-by, but there was no violence, nor any arrests."
white,"94. I detest racialism, because I regard it as a barbaric thing, whether it comes from a black man or a white man."
white,95. A perfunctory love lost evolve into black and white color.
white,96. Go straight on until you come to a large white building.
white,97. She wore a bright green jogging suit with a white stripe down the sides.
white,98. He had on a blue and white checked shirt and jeans.
white,"99. Oh, How much I miss you! If the passionate refreshing breeze knows my heart, it can tell you that I miss you and care you for my life's time. If graceful white cloud knows my heart,[sentencedict.com/white.html] it can tell you I love you and would be together with you forever."
white,100. The church has an ornate black and white marbled interior.
white,101. White is the standard colour for this model of refrigerator.
white,"102. A strange figure appeared in the doorway, clad in white."
white,"103. Barbara White and her mother like to listen to music together, though their tastes don't harmonize."
white,104. A packet of white powder was found and police scientists are analysing it.
white,105. The kitten was black with white front paws and a white splotch on her chest.
white,106. It had snowed heavily during the night and in the morning the garden was a white fairyland.
white,107. She rubbed out those dirty marks on her white skirt.
white,108. They demanded that the agreement be written in black and white.
white,"109. They were made to listen to white noise(Sentencedict.com), such as static of the sort you might pick up between radio stations."
white,110. The problem with white is that it soon shows the dirt.
white,111. There was a cottage garden at the front and a white picket fence.
white,"112. Every tree, wall and fence stood out against dazzling white fields."
white,113. This package contains 500 sheets of notepaper and among them are included 400 of white paper and 100 of yellow.
white,114. The reduction in white blood cell counts lowers resistance to disease.
white,115. The black paint on the door provides a contrast for the white walls.
white,116. Separate the white clothes from the dark clothes before laundering.
white,117. In the interval a blond boy dressed in white serenaded the company on the flute.
white,118. When he smiled he exposed a set of perfect white teeth.
white,119. There's still a tendency to see the issues in black and white.
white,120. The department occupies an office just a mile from the White House.
white,"121. Wheat color skin to a healthy sense of vitality, wearing Nike a complete set of pure white pink edge sportswear, the tiny curly brown hair tied in a relaxed and lively braids, always the confidence of cute expressions."
white,122. I'm going to place a bet on that white horse.
white,"123. To me, the past is black and white, but the future is always color."
white,124. Red wine is fermented at a higher temperature than white.
white,"125. Clear and bright pupil, the MI, long eyelash tremble slightly, white flawless skin with light pink, thin lips like rose petals delicate drips."
white,126. A white flag is used as a token of surrender.
white,127. She wore a white blouse and a plain black skirt.
white,"128. He smiled suddenly, exposing a set of amazingly white teeth."
white,"129. Angels are usually shown in pictures dressed in white, with wings."
white,130. The paint we're using for the bathroom is white with a yellow tint.
white,"131. Life without regret, dead things like a gust of wind; life without regret, it will still have to come; life need not be annoyed, anxious white hair to black; life need not be lamented, loss of self-confidence will lose everything!"
white,132. Mix about four cups of white flour with a pinch of salt.
white,"133. May I suggest a white wine with this dish, Sir?"
white,134. White has always been a symbol of purity in Western cultures.
white,135. Pope John Paul II knelt in his white robes before the simple altar.
white,"136. The sky is blue, white clouds very white, under the sun we were happy."
white,"137. Please don't think I mistrust you, but I would prefer to have our agreement in black and white."
white,138. He was dressed in a suit and an impeccable white shirt.
white,139. I think white would be too stark for the bedroom.
white,"140. I had no screen, so I projected the slides onto an old white sheet."
white,141. I'm going to buy some white paint to freshen up the bathroom walls.
white,142. The white fur of the polar bear is a natural camouflage.
white,143. In her anger she compressed her lips so tightly that they went white.
white,144. White bread is really just a variation of French bread.
white,145. The White House probably won't make this plan public until July.
white,146. The first white settlers journeyed across America in covered wagons.
white,147. The government must redress the imbalance in spending on black and white children.
white,"148. However, spring summer autumn and winter, they are always in a white coat."
white,149. She was wearing a white blouse with frills at the cuffs.
white,150. The butterfly is black and white with a blue stripe running down each wing.
white,"151. Facing the sea, put aside all the bad mood, to see would be his white."
white,152. There is a brooding melancholy in his black and white photography.
white,153. A maid in a white apron opened the door for me.
white,154. White men hold most of the jobs in senior management .
white,155. In some countries black people do not have equality with white people.
white,156. He peeled the paper top off a little white tub and poured the cream into his coffee.
white,"157. It was a stark room with its white walls, and a bed and chair as the only furniture."
white,158. The walls need freshening up with a bit of white paint.
white,159. In some cultures it is customary for the bride to wear white.
white,160. The city council has contracted with White Company for the new building.
white,161. He wears a crisp white shirt to the office every day.
white,162. The zebra is a wild African horse with black and white stripes.
white,"163. The black and white flag went down, and the race began."
white,164. The cloth has a pattern of red and white squares.
white,165. We caught a flash of white in the bushes.
white,166. He is our great white hope for the future.
white,167. The white flag was run up;the post had surrendered.
white,168. Marinate the veal in white wine for two hours.
white,169. He had a black mother and a white father.
white,170. The White House has not participated in any talks.
white,171. He always wears stripy shirts with white collars.
white,172. White supremacists devise new methods to disenfranchise Negroes.
white,173. The White House has denied the report.
white,174. His face was white with fury.
white,175. The lab assistants wear long white coats.
white,176. White poppy seeds have a distinctive nutty flavour .
white,177. The cathedral's white towers climb gracefully into the sky.
white,178. His focus switched to the little white ball.
white,179. He had nice square white teeth.
white,180. The painter lightened the red paint with white.
white,"181. The man smiled, revealing perfect white teeth."
white,182. Who are the men in white coats?
white,183. It was a lovely afternoon with a blue sky and a few fleecy white clouds.
white,184. Stir the pork about until it turns white all the way through.
white,"185. Presently,(sentencedict.com) a young woman in a white coat came in."
white,186. Mr Bird has now officially joined the race for the White House.
white,187. The walls were painted white with a hint of peach.
white,"188. I like having a white car, but the other side of the coin is that it soon gets dirty."
white,189. This gave Mr White an opportunity of collecting his thoughts.
white,"190. But this isn't a simple black and white affair, Marianne."
white,"191. Given the choice between a pure white T-shirt and a more expensive, dirty cream one, most people can be forgiven for choosing the former."
white,"192. The grenade just near my foot hissed white smoke, but it didn't explode."
white,"193. He flashed a smile, showing two rows of white, regular teeth."
white,194. They will go to any lengths to get the White House to change course .
white,195. The white blouse will be the mainstay of your wardrobe this summer.
white,196. The White House is hanging tough for a good agreement to be reached. Sentencedict.com
white,197. Everything he did was at white heat and lightning speed.
white,198. Mrs White gave birth to a fine healthy baby at her late thirties.
white,"199. He has been appointed editor in chief vice Mr.White,who has retired."
white,200. Do you think we might have a white Christmas this year?
white,201. I never thought they'd put it in black and white on the front page.
white,202. She dunked a piece of white cloth in the dye.
white,203. A white bird poised on a wire and fluttered its wings.
white,204. Not a breath of fresh air stirred the long white curtains.
white,205. I walked right into a mob of maybe 50 young white guys.
white,"206. Her mother was sitting bolt upright, scrunching her white cotton gloves into a ball."
white,207. I regret to tell you that Mr White has departed from the world for ever.
white,208. When the theatre first opened it was widely regarded as a white elephant.
white,"209. The dress is a stunning creation in green, gold, and white."
black,1 Black will take no other hue. 
black,"2 After black clouds, clear weather."
black,3 The black ox has trod on his foot. 
black,4 Mock not a cobbler for his black thumbs. 
black,5 Every bean has its black.
black,6 The pot calls the kettle black. 
black,7 The kettle calls the pot black. 
black,8 There is a black sheep in every flock. 
black,9 The devil is not so black as he is painted. 
black,10 Her hair was tied back with a black ribbon.
black,11 His black hair gleamed in the sun.
black,12 Most of the guests will be wearing black tie.
black,13 I hope these black marks will clean off.
black,14 Gray is intermediate between black and white.
black,15 The black ox has trod on her foot.
black,16 The women have lustrous cascades of black hair.
black,17 Can you find Black Hill on the map?
black,"18 The group is mainly black,[www.Sentencedict.com] mainly working-class."
black,19 The black crow perched on the telephone pole.
black,20 The pictures were in black and white.
black,21 The air was black from smoking chimneys.
black,22 Our cat has glossy black fur.
black,23 Tom is the black sheep of his family.
black,"24 It was a cold, black night."
black,25 Those black clouds presage a storm.
black,26 He wore a pair of black trousers.
black,27 Black John was savaged by the police.
black,28 There was a thriving black market in foreign currency.
black,29 Thereis no wool so white but a dyer can make it black. 
black,30 It is a small flock that has not a black sheep. 
black,31 Church bells tolled and black flags fluttered.
black,32 Black kicked/headed the ball into/towards the goal.
black,33 It can white out the black letter on paper.
black,"34 It can be black, white or grey."
black,35 The chimney blew out a cloud of black smoke.
black,36 The painter painted the gate black.
black,37 Black smoke belched out from the forest fire.
black,38 They blasted her into a black room.
black,39 She looked incredibly sexy in a black evening gown.
black,40 She gives talks about being a black woman writer.
black,"41 He wore a black cloak, like a pantomime villain."
black,42 Who is the woman in the black hat?
black,43 She wore a sleek little black dress.
black,44 Susanna was wearing a black silk dress.
black,45 Many black people emigrated to Britain in the 1950's.
black,46 Those black shoes clash with that white skirt.
black,"47 I stipulated red paint, not black."
black,48 She wagered ten dollars on that black horse.
black,49 Black coffee leaves a bitter taste in the mouth.
black,50 She was wearing a black trouser suit.
black,51 He was riding on a large black horse.
black,"52 In keeping with tradition, everyone wore black."
black,53 This is a black cat with white paws.
black,54 He holds a black belt in karate.
black,55 Black will dye over most other colours.
black,56 The black car drove away from them and disappeared.
black,57 I picked out a black suit.
black,58 Judges wear black robes when they are in court.
black,59 The trees were black silhouettes against the pale sky.
black,60 A black plume of smoke rose above the city.
black,61 Upon her head she wore a black velvet hat.
black,62 He had fuzzy black hair and bright black eyes.
black,63 Critics claim he exploited black musicians for personal gain.
black,64 Draw a thick black line across the page.
black,65 She was wearing a neat black suit.
black,66 Do we need to wear black tie?
black,67 Zambia is black Africa's most urbanised country.
black,68 She's a black belt in karate.
black,"69 I'm looking for a black, leather bag."
black,70 It left a black smear on his arm.
black,71 She collared my black wool coat with otter pelts.
black,"72 Her thick, black hair shone with lustre."
black,"73 The term ""black hole"" is of very recent origin."
black,74 Black and white show a clear.
black,75 There was a flourishing black market.
black,76 Tracey is wearing a simple black dress.
black,"77 I was born with black hair all over my back[sentencedict.com], like some sort of freak."
black,78 The police are trying to recruit more black and Asian officers.
black,"79 Against her black dress, her diamond necklace stood out clearly."
black,80 Black clouds have stagnated over the city for several days.
black,81 I want a plain black jumper with no fancy trimmings.
black,82 The actress wore a black wig over her blond hair.
black,83 Uncle Geooge got a black eye for ogling a lady in the pub.
black,"84 Let black and white as brothers, South Africa to the prosperity and development."
black,85 She had thick black hair and smooth dark skin .
black,86 The only light over the deep black sea was the blink shone from the beacon.
black,"87 Although there is no overt hostility, black and white students do not mix much."
black,88 The Los Angeles riots reflected the bitterness between the black and Korean communities in the city.
black,89 I like the contrast of the white trousers with the black jacket.
black,"90 When he began his musical career, King played only for black audiences."
black,91 He noticed a woman in a black dress sitting across from him.
black,92 Clouds of thick black smoke billowed from the car's exhaust.
black,93 You could buy anything you needed on the black market.
black,"94 When you fill in the form, please write clearly/legibly in black ink."
black,95 The black lettering really stands out on that orange background.
black,96 Radio signals received from the galaxy's centre back up the black hole theory.
black,97 He reordered two pairs of black leather shoes of the latest type.
black,98 The animal is easily distinguishable by the black stripes above its eye.
black,"99 Black is the darkest betrayal, forgiveness Who Loved the pain."
black,100 Black slaves used to work on the cotton plantations of the southern United States.
black,101 The players wore black armbands as a tribute to their late teammate.
black,102 Five out of the ten top role models for British teenagers are black.
black,103 It seemed that nothing could fill the aching black void left by Rachel's death.
black,104 The last decade has witnessed a serious rise in the levels of racism and hostility to Black and ethnic groups.
black,"105 I detest racialism, because I regard it as a barbaric thing, whether it comes from a black man or a white man."
black,106 I heard a loud bang and then saw black smoke.
black,107 There are recognised black spots in marriages which can lead to trouble.
black,108 He braced himself for the icy plunge into the black water.
black,109 The collision between reality and faith to our young black and blue.
black,110 The church has an ornate black and white marbled interior.
black,111 During the war they bought food on the black market.
black,112 Her hands were covered in dust and she had a black smudge on her nose.
black,113 I'm going to wear my black dress with the V-neck.
black,114 The kitten was black with white front paws and a white splotch on her chest.
black,115 The riot was precipitated when four black men were arrested.
black,116 They demanded that the agreement be written in black and white.
black,117 The Black Sea is facing ecological catastrophe as a result of pollution.
black,118 Most evenings there's a party and the dress code is strict - black tie only.
black,119 He was wearing black combat trousers and a hooded fleece.
black,120 The book has a diagonal black stripe on the cover.
black,121 The black paint on the door provides a contrast for the white walls.
black,"122 Soon the bombers would return, black silhouettes against a pale sky."
black,123 The hill appeared as a black mass in the distance.
black,124 Shall I grind a little black pepper over your pizza?
black,125 The helicopters appeared as two black dots on the horizon.
black,126 There's still a tendency to see the issues in black and white.
black,127 Black bears are also the animals that hole up in winter.
black,128 He only drank a cup of black tea and nibbled at a piece of dry bread for his supper.http://sentencedict.com
black,"129 To me, the past is black and white, but the future is always color."
black,130 Chandler was instrumental in making Jackie Robinson the first black player in the major leagues.
black,131 She wore a white blouse and a plain black skirt.
black,"132 Amalie was dressed completely in black, right down to black lipstick and a black earring."
black,"133 Life without regret, dead things like a gust of wind; life without regret, it will still have to come; life need not be annoyed, anxious white hair to black; life need not be lamented, loss of self-confidence will lose everything!"
black,134 Factories are no longer allowed to pollute the air with black smoke.
black,"135 Please don't think I mistrust you, but I would prefer to have our agreement in black and white."
black,136 They painted the underside of their planes with a black varnish.
black,137 A black Mercedes screeched to a halt beside the helicopter.
black,"138 No(sentencedict.com), thick black ink like that won't wash off easily."
black,139 The government must redress the imbalance in spending on black and white children.
black,140 His mood of deep pessimism cannot have been leavened by his mode of transport—a black cab.
black,141 The butterfly is black and white with a blue stripe running down each wing.
black,142 There is a brooding melancholy in his black and white photography.
black,143 A number of black youths have complained of being harassed by the police.
black,144 In some countries black people do not have equality with white people.
black,145 Mr Black has been a client of this firm for many years.
black,"146 Wearing a blue skirt, microstrip wheat color skin looks so healthy, black hair like a waterfall vertically over the shoulders, with a reddish face."
black,147 It was still pitch black at that time of the morning.
black,"148 You haven't slept well, have you? Your eyes are haloed with black rings."
black,149 The zebra is a wild African horse with black and white stripes.
black,"150 The black and white flag went down, and the race began."
black,151 The red book is on top and the black one underneath.
black,152 She had curly black hair and rouged cheeks.
black,153 The book read like a black comic burlesque.
black,154 The decor is simple—black lacquer panels on white walls.
black,155 The little black dress is the anithesis of fussy dressing.
black,"156 Wear the white dress, you know, the one with all the black embroidery."
black,"157 The air is so black with diesel fumes and coal dust, I can barely see."
black,158 These black models are moving in on what was previously white territory: the lucrative cosmetic contracts.
pink,(1) Pink tinged her pale cheeks.
pink,(2) That's a funny combo - pink and orange.
pink,(3) The dancer wore a headdress of pink ostrich plumes.
pink,(4) He looked a right prat in that pink suit.
pink,(5) She was dressed in a lively pink.
pink,(6) She went bright pink with embarrassment.
pink,(7) His pink scalp gleamed through his sparse hair.
pink,(8) The room was painted a subtle shade of pink.
pink,(9) The western sky was glowing pink.
pink,(10) Pink is her favourite colour.
pink,(11) Many types of roses are pink.
pink,(12) I really feel in the pink after a long holiday.
pink,(13) The side of the mountain appeared pink in the early morning light.
pink,(14) You're in the pink!
pink,(15) The pink sky at night means a clear day will follow.
pink,(16) It was a freak of mine to wear pink pajamas.
pink,(17) The sun was now just a pink glow in the evening sky.
pink,(18) Hannah's face went pink.
pink,(19) Pink is a combination of red and white.
pink,(20) She could feel herself going pink.
pink,(21) She was dressed in pink at the wedding.
pink,(22) She went pink again as she remembered her mistake.
pink,(23) She had arrived dressed in pink.
pink,(24) The curtains had faded to a dusty pink.
pink,(25) The beetroot had turned the soup a glorious pink. Sentencedict.com
pink,(26) I think I'll commingle some of these blue flowers with the pink ones.
pink,"(27) Wheat color skin to a healthy sense of vitality, wearing Nike a complete set of pure white pink edge sportswear, the tiny curly brown hair tied in a relaxed and lively braids, always the confidence of cute expressions."
pink,"(28) Clear and bright pupil, the MI, long eyelash tremble slightly, white flawless skin with light pink, thin lips like rose petals delicate drips."
pink,(29) Have you been in the sun? Your nose is a bit pink.
pink,(30) In some of the villages the exterior walls of the houses are painted pink.
pink,(31) She was wearing a pink hair ribbon.
pink,(32) Companies are trying to attract the pink pound.
pink,(33) There was a faint pink tinge to the sky.
pink,(34) Her dress was a violent pink.
pink,(35) She had a small mouth and round pink cheeks.
pink,(36) These pink dresses are moving slowly.
pink,(37) She carried a spray of pink roses.
pink,(38) The wine was pink and slightly fizzy.
pink,(39) His car is always in the pink of perfection.
pink,(40) A pair of pink shoes completed her striking ensemble.
pink,(41) It has deep pink scented flowers.
pink,(42) He is the pink of politeness.
pink,(43) The pink building weds with the landscape.
pink,(44) He was pink with anger.
pink,(45) Jane wore pink eye glitter to the party.
pink,(46) The colour ran and made all my underwear pink.
pink,(47) The sunset tinged the lake with pink.
pink,(48) She had a pink ribbon in her hair.
pink,(49) A pink flush spread over his cheeks.
pink,(50) She's very fond of pink.
pink,(51) She wore a large pink boa around her neck.
pink,(52) I'm tickled pink that my essay won the prize.
pink,(53) I don't think pink and yellow really go.
pink,(54) She was wearing a dreadful pink flouncy skirt.
pink,(55) She described it as red with pink frills.
pink,"(56) Joe, Pink, and Booker howled with delight."
pink,(57) She was habited in a pink dress.
pink,(58) She was tickled pink to be given flowers.
pink,(59) Her pink dress billowed out around her.
pink,(60) The sky had a slight pink tinge to it.
pink,(61) Pink and blue mix well together.
pink,(62) His face was a queer pink colour.
pink,(63) The sun had turned the sky a glowing pink.
pink,(64) Severe cold turned our ears pink.
pink,(65) The wine was almost pink in colour .
pink,(66) Pink and white balloons danced in the wind.
pink,"(67) I meant the pink dress, not the red one."
pink,(68) The pink parties won seat in Parliament.
pink,(69) She was wearing a vivid pink shirt.
pink,(70) The usual symptoms are a pink rash with a slight fever.
pink,"(71) As the sun set, the sky shaded from blue to pink."
pink,"(72) At sunset, the sky shaded from pink into dark red."
pink,(73) She hoped he wouldn't notice her pink cheeks and flurried manner.
pink,(74) He minced across the room in a pair of tight pink trousers.
pink,(75) The sea would turn pale pink and the sky blood red.
pink,(76) Pink tinged her cheeks.
pink,(77) Through the basement window I saw him strap on his pink cycling helmet.
pink,(78) The meat is done when the thickest part turns from pink to white.
pink,"(79) Wear the low-cut blouse with your pink shorts - go on, I dare you!"
pink,(80) The scarlet of the wings shades into pink at the tips.
pink,(81) There was a neatly folded pink sweater on the back of the chair.
pink,(82) The women have elaborate necklaces of turquoise and pink coral.
pink,(83) She was wearing a violent pink sweater and orange trousers.
pink,(84) The living room was painted in pastel shades of pink and blue.
pink,(85) He wore an outlandish outfit of pink pants and green sneakers.
pink,(86) She wears a pink Lycra all-in-one for her aerobics class.
pink,(87) He was holding a cloth that dripped pink drops upon the floor.
pink,(88) Between the white limestone and the greyish pink limestone is a thin bed of clay.
pink,(89) I think I'll mingle some of these red flowers with the pink ones.
pink,(90) A pink ribbon had been tied around the crown of the hat.
pink,(91) The kids were tickled pink to see you on TV!
pink,(92) The little pageboys were dressed in kilts and the bridesmaids in pink dresses.
pink,(93) David spotted the pink silk lampshade in a shop and thought it would brighten up the room.
pink,"(94) The evening sky was deep pink, with tints of purple and red in it."
pink,(95) She was hatted a big white straw hat to match her pink dress.
pink,(96) She leant over and I caught a flash of pink underwear.
pink,(97) You can't wear that pink jacket with your orange skirt. They'll just scream at each other.
pink,(98) We were waited on by a pretty girl in a pink apron.
pink,(99) The T-shirt ran and made all my other clothes pink.
pink,"(100) The steak was just how he liked - pink, juicy and marbled with fat."
pink,(101) About 40% of the department's 78 engineers received pink slips.
pink,(102) In the afternoon the sun bathes the city in shades of pink and gold.
pink,"(103) She looks best in bright, vibrant colours, like red and pink."
pink,(104) Mr. Long was now cutting himself a piece of the pink cake.
pink,(105) His opinion is pink.
pink,"(106) This is the only species of flamingo in the region, easily recognized by its pink plumage."
pink,(107) The waterfall was lit up at night with pink and green floodlights.
pink,"(108) Many Chinese adults dress their children in brilliant orange, red and pink."
pink,(109) She chose the red sweater rather than the pink one.
pink,(110) I can't turn up at a funeral in a pink jacket. What an idea!
pink,(111) The children all looked in the pink after their holiday.
pink,(112) I really feel in the pink after a fortnight's holiday.
pink,"(113) Businesses are now more aware of the importance of the ""pink pound""."
pink,(114) I'm going to paint the walls white and the ceiling pink.
pink,(115) Was that Peter who just jogged past in those bright pink shorts?
pink,"(116) If you believe the fashion pundits, we'll all be wearing pink this year."
pink,"(117) At night, a good place to boogie through till sunrise is the Pink Panther Bar."
pink,(118) Trust me - it's not comme il faut to wear a pink tie to a funeral.
pink,(119) He was a bit of a rebel when he was a teenager and dyed his hair pink and had his nose pierced.
pink,(120) The magazine changed over from pink paper to white in 1917.
pink,(121) The antique table went to the lady in the pink hat.
pink,(122) We were tickled pink to see our friends on television.
pink,(123) He waited some 80 to 100 yards from the big pink villa.
pink,(124) We were having a snigger at the bride who was rather large and dressed in a tight pale pink dress.
pink,"(125) Prawns are grey when they're raw, and turn pink when they're cooked."
pink,"(126) He's got pink walls and a green carpet, which to my mind looks all wrong."
pink,(127) Companies are becoming aware of the power of the pink pound.
pink,(128) The contrast between the lime green and the rose pink was striking.
pink,(129) He tucked his letter inside the pink bow.
pink,(130) It did not turn an appetizing pink.
pink,(131) In breeding plumage white of body suffused pink.
pink,(132) The walls were rose pink.
pink,(133) Pink all over like an apple tree in May!
pink,(134) Judi's favourite colour is pink.
pink,"(135) She wore a cotton frock with little daisies and forget-me-knots sprinkled all over, and a fluffy, pink, angora cardigan."
pink,"(136) At twilight, the blazing orange sunset turned into a muted pink."
pink,"(137) Capucine, the French movie actress whose leading roles included one with Peter Sellers in 'The Pink Panther', died after falling from a window."
pink,(138) The wall lights in the great stone walls were bedecked with pink silk shades.
pink,"(139) Here we chose a cherry with pale pink spring blossom, a welcome sight early in the year."
pink,"(140) And it was charming, small and cozy looking, sunburnt pink stucco with a second-floor balcony overlooking the narrow street."
pink,"(141) Used to crawl out on the roof in that little pink wrapper, but not anymore."
pink,(142) Wading out across the wheat I come to a single wild poppy of a most amazing pink.
pink,"(143) Perdita cried unashamedly after they left, fleeing to her bare room and hurling herself down on the pink counterpane."
pink,"(144) A big pink blob of a face was at the window, peering in at him."
pink,(145) Her somnolent black eyes and tenderly pursed pink lips intrude upon the eggshell delicacy of her face with the most delicate affection.
pink,(146) She had a white puffy panicky face and prominent eyes accentuated by pink eyeshadow.
pink,"(147) There were more junior officials around them,(www.Sentencedict.com) and Pink was the centre of attention."
pink,"(148) The Moulin Rougestaff steer them all to their tables in the auditorium, which is lit with small pink lamps."
pink,"(149) I was beyond fury at this little creature, who had spoiled my chances at amassing a fortune of pink clay."
pink,(150) Pink was also chosen for the main bedroom and its large en suite bathroom - once another bedroom.
pink,(151) But 90 per cent of the cast make like they're auditioning for the next Pink Panther movie.
pink,"(152) A thin trickle of blood from the rapidly swelling bruise blurred to pale pink, diluted by the pounding rain."
pink,"(153) A woman crept down her front steps in a pink bathrobe, her hand holding on to the rail beside the steps."
pink,"(154) The flowers bloom in several shades, especially blue, pink and white."
pink,"(155) I reached for Blyth's artificial leg, lying smooth and pink by the small of his back and in his shadow."
pink,"(156) But he was wearing a bikini, a pink bikini with big black spots all over it."
pink,"(157) I could already see that look in his eyes, something slithery and pink that hints of alcoholic tendencies."
pink,"(158) Pink and red peppercorns are not true peppercorns at all, but the dried berries from a relative of the rose family."
pink,(159) In the spring these plants would unfurl tiny pink bell-like flowers that attract bees.
pink,"(160) A lime-green book cover, a plastic soda bottle, newspapers, a telephone book, a blue Frisbee, something pink."
pink,"(161) The bedroom is wallpapered, both on walls and ceiling, with a delicate tiny pink flower motif on a white background."
pink,(162) Red and pink roses on the campus were in full bloom.
pink,"(163) If you're white and you're wrong, then you're wrong; if you're black and you're wrong, you're wrong. People are people. Black, blue, pink, green - God make no rules about color; only society make rules where my people suffer, and that why we must have redemption and redemption now. Bob Marley "
pink,"(164) She would watch the ball, shading her eyes, and blow a pink bubble."
pink,"(165) During those terrible months after getting his pink slip, he filled out endless application forms."
pink,(166) Jealous of her. I bet it really got him going seeing my little pink dimples bobbing up and down there.
pink,"(167) And in Oxfam's fiftieth anniversary year, designers are definitely thinking pink."
pink,"(168) Shape a green arm with a pink hand which will bend around the door, and a green pointed foot."
pink,"(169) These rocks also stirred with novel species of eyeless shrimp, white crabs, translucent sea anemones and large, pink fish."
pink,"(170) Miss Pinkney's was a chocolate layer cake with cherries, angelica leaves, and pink sugar roses on it."
