,0
6352,"All at once, he caught sight of the two little ragged boys behind the green swan-hutch"
6353,"They perceived something floating, steered for the edge like ships, as they are, and slowly directed their course toward the brioche, with the stupid majesty which befits white creatures"
6354,This coincided with a black cloud which suddenly veiled the sun
6355,"They laid Gavroche on the same table with Mabeuf, and spread over the two corpses the black shawl"
6356,one stares at something red on one’s finger nails
6357,"If the people lets fall a black ball, the idea is dried fruit;"
6358,"but it shook off the soldiers as the lion shakes off the dogs, and it was only covered with besiegers as the cliff is covered with foam, to reappear, a moment later, beetling, black and formidable"
6359,"These haggard, ragged, exhausted men, who had had nothing to eat for four and twenty hours, who had not slept, who had but a few more rounds to fire, who were fumbling in their pockets which had been emptied of cartridges, nearly all of whom were wounded, with head or arm bandaged with black and blood-stained linen, with holes in their clothes from which the blood trickled, and who were hardly armed with poor guns and notched swords, became Titans"
6360,"The human form seemed impossible there, the combatants flamed forth there, and it was formidable to behold the going and coming in that red glow of those salamanders of the fray"
6361,"Marius, still fighting, was so riddled with wounds, particularly in the head, that his countenance disappeared beneath the blood, and one would have said that his face was covered with a red kerchief"
6362,"Beneath the black cloth two straight and rigid forms were visible, one large, the other small, and the two faces were vaguely outlined beneath the cold folds of the shroud"
6363,"The rim of the hole in the ceiling was speedily surrounded by heads of the slain, whence dripped long, red and smoking streams, the uproar was indescribable;"
6364,"They are the meadow in flower, the green grass, wild thyme, thyme and sage, they are game, they are cattle, they are the satisfied bellows of great oxen in the evening, they are perfumed hay, they are golden wheat, they are the bread on your table, they are the warm blood in your veins, they are health, they are joy, they are life"
6365,"It reconstructs the purple from the rag, and the woman from the scrap of her dress"
6366,"The sheet of water, lying at a tolerably great depth underground, but already sounded by two bores, is furnished by the layer of green clay situated between the chalk and the Jurassic lime-stone;"
6367,How was he to find his bearings in that black labyrinth?
6368,"It would be better to plunge into that labyrinth, to confide themselves to that black gloom, and to trust to Providence for the outcome"
6369,"the group of black forms vanished, a glimmer of light oscillated and floated, communicating to the vault a reddish glow which grew fainter, then disappeared;"
6370,To be dressed in blue is glorious;
6371,to be dressed in red is disagreeable
6372,There is a purple from below
6373,It is probably some unpleasantness and some purple of this sort which the first man is desirous of shirking
6374,"His eyes were closed, his hair was plastered down on his temples like a painter’s brushes dried in red wash;"
6375,"Instead of the open air, the broad daylight, the clear horizon, those vast sounds, those free clouds whence rains life, instead of those barks descried in the distance, of that hope under all sorts of forms, of probable passers-by, of succor possible up to the very last moment,—instead of all this, deafness, blindness, a black vault, the inside of a tomb already prepared, death in the mire beneath a cover!"
6376,"it was good, white light"
6377,"The arch was closed by a heavy grating, and the grating, which, to all appearance, rarely swung on its rusty hinges, was clamped to its stone jamb by a thick lock, which, red with rust, seemed like an enormous brick"
6378,"They were both caught in the immense and gloomy web of death, and Jean Valjean felt the terrible spider running along those black strands and quivering in the shadows"
6379,"A few stars, daintily piercing the pale blue of the zenith, and visible to reverie alone, formed imperceptible little splendors amid the immensity"
6380,"The coachman, a black form on his box, whipped up his thin horses"
6381,"He stood astonished on the threshold, one hand on the handle of the half-open door, with his head bent a little forward and quivering, his body wrapped in a white dressing-gown, which was straight and as destitute of folds as a winding-sheet;"
6382,"He saw the bed, and on the mattress that young man, bleeding, white with a waxen whiteness, with closed eyes and gaping mouth, and pallid lips, stripped to the waist, slashed all over with crimson wounds, motionless and brilliantly lighted up"
6383,"The grandfather trembled from head to foot as powerfully as ossified limbs can tremble, his eyes, whose corneæ were yellow on account of his great age, were veiled in a sort of vitreous glitter, his whole face assumed in an instant the earthy angles of a skull, his arms fell pendent, as though a spring had broken, and his amazement was betrayed by the outspreading of the fingers of his two aged hands, which quivered all over, his knees formed an angle in front, allowing, through the opening in his dressing-gown, a view of his poor bare legs, all bristling with white hairs, and he murmured:"
6384,to behold a rift in the immense blue pane of the firmament!
6385,"and, erect, at the summit of all that ruin, a man with a green cap on his head and a halo round his brow;"
6386,"it is invariably ornamented with a box-wood saucer filled with sawdust and a wafer box of cardboard filled with red wafers, and it forms the lowest stage of official style"
6387,"A moment later, a tall black figure, which a belated passer-by in the distance might have taken for a phantom, appeared erect upon the parapet of the quay, bent over towards the Seine, then drew itself up again, and fell straight down into the shadows;"
6388,"Every day, sometimes twice a day, a very well dressed gentleman with white hair,—such was the description given by the porter,—came to inquire about the wounded man, and left a large package of lint for the dressings"
6389,His white locks added a gentle majesty to the gay radiance of his visage
6390,"With Cosette, and behind her, there had entered a man with white hair who was grave yet smiling, though with a vague and heartrending smile"
6391,"He was very well dressed, as the porter had said, entirely in black, in perfectly new garments, and with a white cravat"
6392,"Your beautiful white hands, Madame la Baronne, will do the devil the honor of pulling him by the tail"
6393,and by the green cabbages!
6394,"There was a void in his memory, a black spot, an abyss excavated by four months of agony"
6395,"It seemed to him that he had traversed a tomb, and that he had entered into it black and had emerged from it white, and in that tomb the others had remained"
6396,"a blue waistcoat turned up with red, and with bell buttons, a plaque like a vantbrace, knee-breeches of green leather, oaths to the Norman horses with their tails knotted up, false galloons, varnished hat, long powdered locks, an enormous whip and tall boots"
6397,"It rained that day, but there is always in the sky a tiny scrap of blue at the service of happiness, which lovers see, even when the rest of creation is under an umbrella"
6398,"” A pile of Cassandras, Harlequins and Columbines, jolted along high above the passers-by, all possible grotesquenesses, from the Turk to the savage, Hercules supporting Marquises, fishwives who would have made Rabelais stop up his ears just as the Mænads made Aristophanes drop his eyes, tow wigs, pink tights, dandified hats, spectacles of a grimacer, three-cornered hats of Janot tormented with a butterfly, shouts directed at pedestrians, fists on hips, bold attitudes, bare shoulders, immodesty unchained;"
6399,"sarcasm flames forth, joviality is flaunted like a red flag;"
6400,"In the meanwhile, two other maskers in the same carriage, a Spaniard with an enormous nose, an elderly air, and huge black moustache, and a gaunt fishwife, who was quite a young girl, masked with a loup, had also noticed the wedding, and while their companions and the passers-by were exchanging insults, they had held a dialogue in a low voice"
6401,“The one with his arm hung up in a black cravat?”
6402,"Cosette wore over a petticoat of white taffeta, her robe of Binche guipure, a veil of English point, a necklace of fine pearls, a wreath of orange flowers;"
6403,"When, at the conclusion of all the ceremonies, after having pronounced before the mayor and before the priest all possible “yesses,” after having signed the registers at the municipality and at the sacristy, after having exchanged their rings, after having knelt side by side under the pall of white moire in the smoke of the censer, they arrived, hand in hand, admired and envied by all, Marius in black, she in white, preceded by the suisse, with the epaulets of a colonel, tapping the pavement with his halberd, between two rows of astonished spectators, at the portals of the church, both leaves of which were thrown wide open, ready to enter their carriage again, and all being finished, Cosette still could not believe that it was real"
6404,"People halted in the Rue Saint-Antoine, in front of Saint-Paul, to gaze through the windows of the carriage at the orange-flowers quivering on Cosette’s head"
6405,"In the centre, above the white and glittering table, was a Venetian lustre with flat plates, with all sorts of colored birds, blue, violet, red, and green, perched amid the candles;"
6406,"She set her sweet little foot, shod in white satin, on Marius’ foot"
6407,"Can there be too many perfumes, too many open rose-buds, too many nightingales singing, too many green leaves, too much aurora in life?"
6408,Love has the right to a long white beard
6409,"If it were given to the eye of the flesh to scan the formidable and charming visions of the upper life, it is probable that we should behold the forms of night, the winged unknowns, the blue passers of the invisible, bend down, a throng of sombre heads, around the luminous house, satisfied, showering benedictions, pointing out to each other the virgin wife gently alarmed, sweetly terrified, and bearing the reflection of human bliss upon their divine countenances"
6410,"This was the very room which, eight months before, he had entered black with mud, with blood and powder, bringing back the grandson to the grandfather"
6411,"Basque, in a black coat, knee-breeches, white stockings and white gloves, was arranging roses round all of the dishes that were to be served"
6412,"first the little gown, then the black fichu, then the stout, coarse child’s shoes which Cosette might almost have worn still, so tiny were her feet, then the fustian bodice, which was very thick, then the knitted petticoat, next the apron with pockets, then the woollen stockings"
6413,All this was black of hue
6414,"It was in winter, in a very cold month of December, she was shivering, half-naked, in rags, her poor little feet were all red in their wooden shoes"
6415,"Then his venerable, white head fell forward on the bed, that stoical old heart broke, his face was engulfed, so to speak, in Cosette’s garments, and if any one had passed up the stairs at that moment, he would have heard frightful sobs"
6416,"And, after having dislocated, broken, and rent his conscience with red-hot pincers, it had said to him, as it stood over him, formidable, luminous, and tranquil:"
6417,"Oh, second step, how black art thou!"
6418,"one seats oneself on the throne of glowing iron, one places on one’s head the crown of hot iron, one accepts the globe of red hot iron, one takes the sceptre of red hot iron, but the mantle of flame still remains to be donned, and comes there not a moment when the miserable flesh revolts and when one abdicates from suffering?"
6419,His black coat bore the weary folds of a garment that has been up all night
6420,"Jean Valjean untied the black cravat which supported his right arm, unrolled the linen from around his hand, bared his thumb and showed it to Marius"
6421,There would have existed in your house a division of respect between venerable white locks and tainted white locks;
6422,You and Cosette and I would have had all three of our heads in the green cap!
6423,"“When one has such a horror hanging over one, one has not the right to make others share it without their knowledge, one has not the right to make them slip over one’s own precipice without their perceiving it, one has not the right to let one’s red blouse drag upon them, one has no right to slyly encumber with one’s misery the happiness of others"
6424,"She was dressed in a voluminous white dressing-gown, with a thousand folds and large sleeves which, starting from the neck, fell to her feet"
6425,You remember her blue plush hat
6426,"In vain may one be crowned with light and joy, in vain may one taste the grand purple hour of life, happy love, such shocks would force even the archangel in his ecstasy, even the demigod in his glory, to shudder"
6427,"This produced a lightening of the cloud, then the cloud became black once more"
6428,"However, without any apparent object, he questioned Cosette, who was as candid as a dove is white and who suspected nothing;"
6429,"The room which Jean Valjean entered was a damp, vaulted room on the ground floor, which served as a cellar on occasion, which opened on the street, was paved with red squares and was badly lighted by a grated window"
6430,"A fine web, which spread far and wide, and was very black and ornamented with dead flies, formed a wheel on one of the window-panes"
6431,"The wall, which was daubed with an ochre yellow wash, was scaling off in large flakes"
6432,At one end there was a chimney-piece painted in black with a narrow shelf
6433,I always have loved my black corner
6434,"One afternoon,—it was on one of those early days in April, already warm and fresh, the moment of the sun’s great gayety, the gardens which surrounded the windows of Marius and Cosette felt the emotion of waking, the hawthorn was on the point of budding, a jewelled garniture of gillyflowers spread over the ancient walls, snapdragons yawned through the crevices of the stones, amid the grass there was a charming beginning of daisies, and buttercups, the white butterflies of the year were making their first appearance, the wind, that minstrel of the eternal wedding, was trying in the trees the first notes of that grand, auroral symphony which the old poets called the springtide,—Marius said to Cosette:—“We said that we would go back to take a look at our garden in the Rue Plumet"
6435,"His portress, who prepared his scanty repasts, a few cabbages or potatoes with bacon, glanced at the brown earthenware plate and exclaimed:"
6436,He’s as white as a chicken
6437,"Then he turned towards the bed, and, still seated, for he could not stand, he gazed at the little black gown and all those beloved objects"
6438,"White jet comes from Norway, black jet comes from England, black glass jewellery comes from Germany"
6439,"Buckles are made with a violet glass which is stuck fast, by means of this wax, to a little framework of black iron"
6440,"The glass must be violet for iron jewellery, and black for gold jewellery"
6441,"This man, who was old, moreover, had a thick nose, his chin swathed in a cravat, green spectacles with a double screen of green taffeta over his eyes, and his hair was plastered and flattened down on his brow on a level with his eyebrows like the wigs of English coachmen in “high life"
6442,"He was dressed in black from head to foot, in garments that were very threadbare but clean;"
6443,"His lair was the green-room whence theft emerged, and into which roguery retreated"
6444,"The suit of the statesman, for instance, black from head to foot, and consequently proper, would have been too large for Pitt and too small for Castelcicala"
6445,"“A coat of black cloth, trowsers of black wool, a silk waistcoat, boots and linen"
6446,"“In a separate box, a neatly frizzed peruke, green glasses, seals, and two small quills an inch long, wrapped in cotton"
6447,"The stranger inserted his two hands in both his fobs, drew himself up without straightening his dorsal column, but scrutinizing Marius in his turn, with the green gaze of his spectacles"
6448,"In a trade, the manufacture of black glass goods, he made the fortune of an entire city"
6449,"Thénardier drew from his pocket a large envelope of gray paper, which seemed to contain sheets folded in different sizes"
6450,"Thénardier completed his phrase by drawing from his pocket, and holding, on a level with his eyes, nipped between his two thumbs and his two forefingers, a strip of torn black cloth, all covered with dark spots"
6451,"Marius had sprung to his feet, pale, hardly able to draw his breath, with his eyes riveted on the fragment of black cloth, and, without uttering a word, without taking his eyes from that fragment, he retreated to the wall and fumbled with his right hand along the wall for a key which was in the lock of a cupboard near the chimney"
6452,"“The young man was myself, and here is the coat!” cried Marius, and he flung upon the floor an old black coat all covered with blood"
6453,"And, seating herself on the old man’s knees, she put aside his white locks with an adorable movement, and kissed his brow"
6454,there are tiny violet shells
6455,"My poor, pretty, little robin red-breast which used to put her head out of her window and look at me!"
6456,"“Cosette, thou wert talking to me, go on, so thy little robin red-breast is dead?"
6457,"Black jet comes from England, white jet comes from Norway"
6458,"However, we could not equal the black glass of England"
6459,"your hands were red then, mademoiselle, they are very white now"
6460,"One day I gave thee a willow battledore and a shuttlecock with yellow, blue and green feathers"
6461,"His white face looked up to heaven, he allowed Cosette and Marius to cover his hands with kisses"
6462,"The sores of the human race, those great sores which cover the globe, do not halt at the red or blue lines traced upon the map"
6463,"the moment has at length arrived for tearing off that rag, and for replacing, upon the naked limbs of the Man-People, the sinister fragment of the past with the grand purple robe of the dawn"
6464,Let it not be said that patriots have hoisted the white flag
6465,a sobriquet given to hairdressers because they are white with powder
6466,"With a blue capote and a chicken in his shako, here’s the banlieue, co-cocorico"
6467,"In his right waistcoat-pocket we found a prodigious bundle of white thin substances, folded one over another, about the bigness of three men, tied with a strong cable, and marked with black figures;"
6468,"In the smaller pocket on the right side, were several round flat pieces of white and red metal, of different bulk;"
6469,In the left pocket were two black pillars irregularly shaped:
6470,"but at the upper end of the other there appeared a white round substance, about twice the bigness of our heads"
6471,"we found therein several massy pieces of yellow metal, which, if they be real gold, must be of immense value"
6472,"the other cell contained a heap of certain black grains, but of no great bulk or weight, for we could hold above fifty of them in the palms of our hands"
6473,"I was diverted with none so much as that of the rope-dancers, performed upon a slender white thread, extended about two feet, and twelve inches from the ground"
6474,"Whoever performs his part with most agility, and holds out the longest in leaping and creeping, is rewarded with the blue-coloured silk;"
6475,"the red is given to the next, and the green to the third, which they all wear girt twice round about the middle;"
6476,"About two or three days before I was set at liberty, as I was entertaining the court with this kind of feat, there arrived an express to inform his majesty, that some of his subjects, riding near the place where I was first taken up, had seen a great black substance lying on the around, very oddly shaped, extending its edges round, as wide as his majesty’s bedchamber, and rising up in the middle as high as a man;"
6477,"Flimnap, the lord high treasurer, attended there likewise with his white staff;"
6478,"whereupon I took my black cattle and sheep out of my pocket, which, after great astonishment, clearly convinced him of my veracity"
6479,"I was very much tired, and disposed to sleep, which my mistress perceiving, she put me on her own bed, and covered me with a clean white handkerchief, but larger and coarser than the mainsail of a man of war"
6480,"the prejudices of his education prevailed so far, that he could not forbear taking me up in his right hand, and stroking me gently with the other, after a hearty fit of laughing, asked me, “whether I was a whig or tory?” Then turning to his first minister, who waited behind him with a white staff, near as tall as the mainmast of the Royal Sovereign, he observed “how contemptible a thing was human grandeur, which could be mimicked by such diminutive insects as I:"
6481,"While she was absent, and out of hearing, a small white spaniel that belonged to one of the chief gardeners, having got by accident into the garden, happened to range near the place where I lay:"
6482,"For if, in its perihelion, it should approach within a certain degree of the sun (as by their calculations they have reason to dread) it will receive a degree of heat ten thousand times more intense than that of red hot glowing iron, and in its absence from the sun, carry a blazing tail ten hundred thousand and fourteen miles long, through which, if the earth should pass at the distance of one hundred thousand miles from the nucleus, or main body of the comet, it must in its passage be set on fire, and reduced to ashes:"
6483,"or pinch his arm black and blue, to prevent forgetfulness;"
6484,"when the king has a mind to put any of his nobles to death in a gentle indulgent manner, he commands the floor to be strewed with a certain brown powder of a deadly composition, which being licked up, infallibly kills him in twenty-four hours"
6485,"” He told me “that sometimes, though very rarely, a child happened to be born in a family, with a red circular spot in the forehead, directly over the left eyebrow, which was an infallible mark that it should never die"
6486,"the black spot on the forehead being so remarkable a distinction, that I could not have easily overlooked it:"
6487,"He likewise presented me with four hundred and forty-four large pieces of gold (this nation delighting in even numbers), and a red diamond, which I sold in England for eleven hundred pounds"
6488,"but the rest of their bodies was bare, so that I might see their skins, which were of a brown buff colour"
6489,"The gray steed rubbed my hat all round with his right fore-hoof, and discomposed it so much that I was forced to adjust it better by taking it off and settling it again;"
6490,"whereat, both he and his companion (who was a brown bay) appeared to be much surprised:"
6491,"and the gray repeated the same word twice, as if he meant to teach me the right accent;"
6492,and the gray made me signs that I should walk before him;
6493,"The gray came in just after, and thereby prevented any ill treatment which the others might have given me"
6494,"Here the gray walked in first, beckoning me to attend:"
6495,"for the gray horse came to the door, and made me a sign to follow him into the third room where I saw a very comely mare, together with a colt and foal, sitting on their haunches upon mats of straw, not unartfully made, and perfectly neat and clean"
6496,The gray ordered me to stand by him;
6497,"I happened to wear my gloves, which the master gray observing, seemed perplexed, discovering signs of wonder what I had done to my forefeet"
6498,The horse immediately ordered a white mare servant of his family to bring me a good quantity of oats in a sort of wooden tray
6499,"but the younger, and the females, were much more soft and tender, and the skins of the latter generally as white as milk"
6500,"I said, “there was a society of men among us, bred up from their youth in the art of proving, by words multiplied for the purpose, that white is black, and black is white, according as they are paid"
6501,but whether the said cow were red or black;
6502,"I forgot another circumstance (and perhaps I might have the reader’s pardon if it were wholly omitted), that while I held the odious vermin in my hands, it voided its filthy excrements of a yellow liquid substance all over my clothes;"
6503,"It is observed, that the red haired of both sexes are more libidinous and mischievous than the rest, whom yet they much exceed in strength and activity"
6504,"Neither was the hair of this brute of a red colour (which might have been some excuse for an appetite a little irregular), but black as a sloe, and her countenance did not make an appearance altogether so hideous as the rest of her kind;"
6505,I have seen a white mare of our family thread a needle (which I lent her on purpose) with that joint
6506,but it appeared to the sorrel nag to be only a blue cloud:
6507,"A certain kind of rice, cooked with red beans, a festival dish denoting good fortune, is usually partaken of by the family on the seventh day"
6508,"This sometimes consists of the red bean rice, such as is prepared for the seventh day celebration, and sometimes of cakes of mochi, or rice paste"
6509,"Another consequence, as I imagine, of the lack of proper food at the teething period, is the early loss of the child's first teeth, which usually turn black and decay some time before the second teeth begin to show themselves"
6510,"A very young baby wears red and yellow, but soon the boy is dressed in sober colors,—blues, grays, greens, and browns;"
6511,"while the little girl still wears the most gorgeous of colors and the largest of patterns in her garments, red being the predominant hue"
6512,and the gorgeous soiled gowns are not as attractive as the more washable white garments in which our babies are dressed
6513,"And then there is the feast most loved in the whole year, the Feast of Dolls, when on the third day of the third month the great fire-proof storehouse gives forth its treasures of dolls,—in an old family, many of them hundreds of years old,—and for three days, with all their belongings of tiny furnishings in silver, lacquer, and porcelain, they reign supreme, arranged on red-covered shelves in the finest room of the house"
6514,"At this house, where the dolls had been accumulating for hundreds of years, five or six broad, red-covered shelves, perhaps twenty feet long or more, were completely filled with them and with their belongings"
6515,"The saké used on this occasion is a sweet, white liquor, brewed especially for this feast, as different from the ordinary saké as sweet cider is from the hard cider upon which a man may drink himself into a state of intoxication"
6516,"lacquered bullock carts, drawn by bow-legged black bulls,—these were the conveyances of the great in Old Japan, and these, in minute reproductions, are placed upon the red-covered shelves"
6517,"All presents in Japan must be wrapped in white paper, although, except for funerals, this paper must have some writing on it, and must be tied with a peculiar red and white paper string, in which is inserted the noshi, or bit of dried fish, daintily folded in a piece of colored paper, which is an indispensable accompaniment of every present"
6518,"The tea, instead of being the whole leaf, such as is used for ordinary occasions, is a fine, green powder"
6519,"Besides the entertainment, presents of red rice, or mochi, are sent as a token of thanks to all who have remembered the young couple"
6520,"His first thought was of the maidservant of the Japanese family who lived in the same house with me, a broad-faced, red-cheeked country girl, of a very low grade of intelligence"
6521,"The mats, new-covered with nice straw matting, were white and clean;"
6522,"Contrast with this type the fair, curling hair, the round blue eyes, the rosy cheeks, the erect, slim-waisted, large-hipped figures of many foreign beauties,—the rapid, long, clean-stepping walk, and the air of almost masculine strength and independence, which belongs especially to English and American women,—and one can see how the Japanese find little that they recognize as beauty among them"
6523,"The very babies will scream with horror at first sight of a blue-eyed, light-haired foreigner, and it is only after considerable familiarity with such persons that they can be induced to show anything but the wildest fright in their presence"
6524,"When, finally, the buzzing noise of the crunching leaves has ceased, and the last worm has put himself to sleep in his precious white cocoon, the work of the ladies is ended;"
6525,"the woman with tucked-up skirts and tight-fitting blue trousers, a blue towel enveloping her head,—only to be distinguished from the men by her smaller size and the baby tied to her back"
6526,"As she grows older, colors become quieter, figures smaller, stripes narrower, until in old age she becomes a little gray moth or plain-colored sparrow"
6527,"At thirty-five her fresh color is usually entirely gone, her eyes have begun to sink a little in their sockets, her youthful roundness and symmetry of figure have given place to an absolute leanness, her abundant black hair has grown thin, and much care and anxiety have given her face a pathetic expression of quiet endurance"
6528,"The old women of Japan,—how their withered faces, bent frames, and shrunken, yellow hands abide in one's memory!"
6529,"for the skin, which in youth is usually brightened by red cheeks and glossy black hair, in old age, when color leaves cheek and hair, has a curiously yellow and parchment-like look"
6530,"The much-washed cotton garments are faded to a light blue, the exact match of the light blue cotton towels in which their heads are swathed, and on hands and knees, each armed with an enormous pair of shears, the old ladies clip and chatter cheerfully all day long, until the lawn is as smooth as velvet under their careful cutting"
6531,"As one rides about the streets, one often sees a little, white-haired old woman trotting about with a yoke over her shoulders from which are suspended two swinging baskets, filled with fresh vegetables"
6532,"her worn and patched blue cotton clothes, bleached light from much washing, show that extreme poverty is her lot in life;"
6533,"The cemetery chapel was crowded, but a place was reserved for me, on account of special ties that bound me to the family, just behind the long line of white-robed mourners"
6534,"The white wooden coffin was placed upon a bier at the entrance to the chapel, and when the priests had done their work, and the ecclesiastical ceremony was over, the relatives arose, one by one, walked over to the coffin, bowed low before it, and placed a grain of incense upon the little censer that stood on a table before the bier, then, bowing again, retired to their places"
6535,"the little golden orange, with its dark green leaves, is on the confectioner's list in winter, when the real orange is yellow on its tree"
6536,"Her retainers accordingly summoned to their aid skillful artificers, who from pink and white tissue paper produced myriads of cherry blossoms, so natural that they could hardly be distinguished from the real ones"
6537,"These they fastened upon the trees in just such places as the real flowers would have chosen to occupy, and the happy princess gave her garden party in December under the pink mist of cherry blooms"
6538,"As we turned over the beautiful fabrics, a black broadcloth garment at the bottom of the basket aroused my curiosity, and I pulled it out and held it up for closer inspection"
6539,"A curious garment it was, bound with white, and with a great white crest appliqué on the middle of the back"
6540,"Curious white stripes gave the coat a military look, and it seemed appropriate rather to the wardrobe of some two-sworded warrior than to that of a gentlewoman of the old type"
6541,"a stiff, manlike black silk cap bound with a white band;"
6542,"and a spear cover of broadcloth, with a great white crest upon it, like the one on the broadcloth coat"
6543,"There one sees the fleet of red-lacquered pleasure barges in which the Shōgun with his court sailed up the river to Mukōjima, in the spring, to view the cherry-trees which bloom along the banks for miles"
6544,"The lifelike black and white silk puppy, the creeping baby doll from Kyōto, the silk mosaic box and chopstick case,—the work of my lady's delicate fingers,—are most agreeable reminders of the kindness and sweetness of the little wife, whose sixteen summers have been spent among the surroundings of thirty years ago, and who lives, like the enchanted princess of the fairy tales, wrapped about by a spell which separates her from the bustling world of to-day"
6545,"The cheap prints, the blue and white towels, the common teacups and pots, the great iron kettles in use over the fire in the farmhouse kitchen,—all these are things as pretty and tasteful in their way as the rich crêpes, the silver incense burners, the delicate porcelain, and the elegant lacquer that fill the storehouse of the daimiō;"
6546,"The great black cables hang in the unfinished temple to-day, a sign of the devotion of the women who spared not their chief ornament in the service of the gods in whom they still believe"
6547,"And a close scrutiny of these touching offerings shows that the glossy black locks of the young women are mingled with the white hairs of those who, by this sacrifice, hope to make sure of a quick and easy departure from a life already near its close"
6548,"All along the Tōkaidō, the great road from Tōkyō to Kyōto, in the neighborhood of some holy place, or in the district around the great and sacred Fuji, the mountain so much beloved and honored in Japanese art, will be seen bands of pilgrims slowly walking along the road, their worn and soiled white garments telling of many days' weary march"
6549,"In the rice-field the woman works side by side with the man, standing all day up to her knees in mud, her dress tucked up and her lower limbs encased in tight-fitting, blue cotton trousers, planting, transplanting, weeding, and turning over the evil-smelling mire, only to be distinguished from her husband by her broader belt tied in a bow behind"
6550,"Strong, jolly, red-cheeked women they are, showing no evidence of the shrinking away with the advance of old age that is characteristic of most of their countrywomen"
6551,"With their tucked-up kimonos and blue cotton trousers, they stride up and down the mountain, carrying the heaviest and most unwieldy of burdens as lightly and easily as the ordinary woman carries her baby"
6552,"When the caravan was ready to start, we found that, though each saddle-horse had a male groom in attendance, the pack-ponies on which our baggage was carried were led by pretty little country girls of twelve or fourteen, their bright black eyes and red cheeks contrasting pleasantly with the blue handkerchiefs that adorned their heads;"
6553,"their slender limbs encased in blue cotton, and only their red sashes giving any hint of the fact that they belonged to the weaker sex"
6554,"leading their meek, shock-headed beasts up the slippery log steps, and passing an occasional greeting with some returning pack-train, in which the soft black eyes and bits of red about the costume of the little grooms showed that they, too, were mountain maidens, returning fresh and happy after a two days' tramp through the rocky passes"
6555,"Then, again, in the tea districts, the tea plantations are filled with young girls and old women, their long sleeves held back by a band over the shoulder, and a blue towel gracefully fastened over their heads to keep off the sun and the dust"
6556,"The day was hot and the guide-book hazy, and we lost the road to the place for which we had set out, but found ourselves at last in a beautiful garden, with a pretty lake in its centre, a little red-lacquered shrine reflected in the lake, and a tea-house hospitably open at one side"
6557,"One day, after her visit to me, as I was sitting upon the matted and roofed square that served me for a room, my eye wandered idly toward the bathing beach, and, under the slight shelter where the bathers were in the habit of depositing their sandals and towels, I spied the well-known yoke and fruit baskets, as well as a small heap of blue cotton garments that I knew to be the clothing of the little fruit-vender"
6558,"Hardly had I made up my mind as to the meaning of the fruit baskets and the clothing, when our little friend herself emerged from the sea and, sitting down on a bench, proceeded to rub herself off with the small but artistically decorated blue towel that every peasant in Japan has always with him, however lacking he may be in all other appurtenances of the toilet"
6559,"He sets his great bundle carefully down on the floor, opens the enormous furushiki, or bundle handkerchief, in which it is enveloped, and takes out roll after roll of silk or chintz, neatly done up in paper or yellow cotton"
6560,This platform is screened from the street by dark blue cotton curtains or awnings hung from the low projecting eaves of the heavy roof
6561,"To the poor in Japanese cities is never denied the fresh air and sunshine, green trees and grass;"
6562,"A great deal of labor and strength, as well as ingenuity, is spent in the construction of enormous floats, or dashi, lofty platforms of two stories, either set on wheels and drawn by black bullocks or crowds of shouting men, or carried by poles on men's shoulders"
6563,""" Every quarter of the city vied with every other in the production of gorgeous dashi, and the streets were gay with every conceivable variety of decoration, from the little red-and-white paper lanterns, that even the poorest hung before their houses, to the great evergreen arches, set with electric lights, with which the great business streets were spanned thickly from end to end"
6564,"Jimmu Tenno and other heroes of Japanese legend or history, each upon its lofty platform, a white elephant, and countless other subjects were represented in the festival cars sent forth by all the districts of the city to celebrate the great event"
6565,"Sometimes, in scarlet and yellow robes, the dainty maidens imitate, with their supple bodies, the dance of the maple leaves as they are driven hither and thither in the autumn wind;"
6566,"sometimes, with tucked-up kimonos and jaunty red petticoats, they play the part of little country girls carrying their eggs to market in the neighboring village"
6567,"The river Sumida, on which Tōkyō is situated, has lining its eastern shore for some miles the famous cherry-trees of Japan, with their large, double pink blossoms, and when, in April and May, these flowers are in their perfection, great crowds of sightseers flock to Mukōjima to enjoy the blossoms under the trees"
6568,"It is impossible to tell where the roots and stems are hidden, for nothing is visible but (for example) the white spray and greenish shadows of a waterfall, or the parti-colored figures in a young girl's dress"
6569,"the ladies are much less independent, and life has more formalities and red tape in Japan than in America"
6570,"The little gozen-taki, or rice-cook, who works all day in the kitchen, may be a fat, red-cheeked, frowsy-haired country girl,—patient, hard-working, and humble-minded,—willing to pother about all day with her kettles and pans, and sit up half the night over her own sewing, or the study of the often unfamiliar art of reading and writing;"
6571,"When, as very often happens, a guest staying for any length of time in a family, or a frequent visitor, gives a servant a present of money or any trifle, the servant, after thanking the donor, takes the white paper bundle to the mistress of the house, and shows it to her, expressing his gratitude to her for the gift, and also asking her to thank the giver"
6572,"in his picturesque, dark blue costume with your monogram embroidered on the back;"
6573,"My champion in all times of danger and alarm, but a very autocrat in all minor matters,—his cheery face, his broad shoulders with their blue draperies, his jolly, boyish voice, and his dainty, delicate hands come before me as I write, and I wonder to what fortunate person he is now giving the intelligent service that he once gave so whole-heartedly to me"
6574,the dog slept securely by my side on a red blanket in the best rooms of the best hotels;
