color,sentence
khaki,"So next I wanted to tell you about the guy I saw when I was walking out of the Goodwill store where I just had purchased my, slightly used, but new to me, second pair of khaki pants"
khaki,"There were pale acid spots on the washed khaki trousers, the white shirt was yellow with age, and he noticed for the first time that his old tweed jacket was frayed through at both elbows"
khaki,"Mitchell became instantaneously hard under his khaki shorts; although morally he felt it was possibly wrong to be with a different, young woman, while potentially being involved with another"
khaki,"An investigator from the FBI, wearing a white shirt, rolled up sleeves, khaki pants, and a firearm strapped over his shoulder, entered the room carrying Morse‘s nylon bag and a manila folder"
khaki,Behind these came a large phalanx of Indian lancers with their lances pointing at the sky like fingers and with their pennants gaily fluttering in the breeze their heads were covered by khaki turbans
khaki,"So they took a booth, sitting side by side at a laminate table, on a bench upholstered in tuck-and-roll vinyl, that might have started out deep red and glittery, but was now as khaki as everything else"
khaki,"The ancient looking tramp dressed in hand me down old army clothes of green khaki jacket, camouflaged trousers and with a huge rucksack on his back pushes the old wooden gate and feels the latch give a little"
khaki,"His work clothes, a pair of khaki slacks and a matching shirt with vest, were tattered from age, the holes having never been patched by skilled hands, and soiled from what had apparently been hard work over the years"
khaki,"Rob is the oldest, wearing an old khaki jacket and coarse woven tweed trousers he looks to be about sixty years of age and looking like a retired military man with his upright posture and apparent confidence in himself"
khaki,"When he had awoken that morning, he had pulled off his slept-in suit and instead donned a safari outfit: khaki pants, a chambray shirt, the cowboy boots he ordinarily reserved for the Fourth of July parade, and a pith helmet"
khaki,"At a house nearby the headman was sitting at the head of the steps leading up to his house, squatting on his heels and smoking a long pipe: he was a grey- haired old man wearing a sarong and what once had been a khaki drill jacket"
khaki,"I passed by Faneuil Hall Marketplace, which was a melting pot of designer labels, including the safari stock, the classic khaki persuasion and the Brooks Brothers and Sisters who strolled along with their hands in their pockets anx-234"
khaki,"Taking off her rifle, bandoleer, flying helmet, boots and haversack, she tied them solidly to her flotation vest, which she inflated and then wrapped with a khaki shirt taken from a dead enemy soldier in order to hide the yellow fabric of the vest"
khaki,"Behind her on one side was a man, gray-haired but well preserved, wearing khaki shorts and a loud Hawaiian shirt, and behind her on the other side was a dark-haired woman with bright eyes and a wide smile, wearing an ankle-length shift made of pale linen"
khaki,"On the desk there were several ornately framed photographs of her astride a beautiful chestnut mare; she was wearing traditional riding clothes—a small black helmet in which most of her hair was tucked, khaki riding breeches, a white turtleneck, and a black jacket"
khaki,"After that, they’d made a trip to the Eastern Mountain Sports store at the North Shore Mall, which would be Abdullah’s target, a nice touch, they’d joked, where they’d each bought a fancy khaki fisherman’s vest covered with pockets across its front and back"
khaki,"Joe was wearing an old green linen sun hat that had once belonged to the American Army, a cotton singlet, a pair of dirty khaki shorts, and boots' without socks; his appearance contrasted strangely with the neatness of the airman, but the pilot was accustomed to the outback"
khaki,"The man had been wearing a khaki colored, winter overcoat, yet it was a warm clear night with not a trace of rain or even storm clouds in the sky, so why had the man been wearing a heavy coat like that? Nor had Nick been able to get a close look at the man’s face, for he’d furtively kept his face at an angled profile, with a military styled, wide brimmed, combat hat (similar to what soldiers wore in desert warfare) keeping his actual facial features hidden"
khaki,"FOIL-EMBOSSED FRONTALS UNCOUPLING uncoupling from diadems, confetti dull with soot, business ends of noisemakers trampled under boots, cracked bottoms of disposable champagne flutes, butts of khaki Luckies and pale Pall Malls, nickelbags like punctured lungs, plus bottles: half-full, empty, broken off at the neck for the commission of crimes or smashed into green and brown explosions the red flash of a peep-show sign makes look romantic, in a sleazoid kind of way"
khaki,"His twig-like legs were covered with khaki pants that ended in a pair of solid,"
